pageid,revid,user_rating,flesch_reading_ease,flesch_kincaid_grade,smog_index,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,readability_consensus
15113013,243783483,Stub,20.04,12.7,11.2,32.1,24.8,13.11,16,5.5,5.6,12th and 13th grade
1739001,243893739,GA,43.73,11.9,14.6,18.51,17.4,8.93,400,8.0,9.6,18th and 19th grade
19670675,243927070,Stub,-52.71,24.1,18.2,51.03,41.6,14.18,202,15.5,7.6,15th and 16th grade
1735504,244055736,C,46.78,10.7,13.0,15.66,14.0,8.92,342,28.0,8.4,10th and 11th grade
19291517,244113464,Start,52.87,8.4,11.2,25.2,19.4,9.1,211,8.5,6.0,8th and 9th grade
14546430,244115404,Start,41.36,10.7,13.0,21.57,17.3,8.9,161,12.0,7.2,10th and 11th grade
6792480,244216393,GA,37.3,12.3,14.6,28.07,24.6,9.5,278,11.0,8.8,24th and 25th grade
3036321,244235986,Stub,24.44,13.1,13.0,27.77,22.4,10.5,37,7.0,7.2,12th and 13th grade
3246010,244262540,C,39.33,11.5,13.0,34.04,28.2,9.8,160,6.0,8.0,11th and 12th grade
1277651,244263101,C,52.19,10.7,13.0,17.87,16.6,9.33,693,9.0,9.6,9th and 10th grade
19325620,244300393,Stub,38.31,11.9,13.0,28.53,24.3,9.95,296,8.0,8.4,11th and 12th grade
17321071,244329988,B,31.21,14.6,15.9,19.9,20.0,9.48,1186,8.5,11.2,19th and 20th grade
448714,244343547,C,-24.62,29.9,26.7,27.11,40.7,12.07,669,12.0,23.2,26th and 27th grade
5802588,244364769,Stub,23.43,13.5,15.9,28.88,23.8,11.22,89,30.0,7.6,29th and 30th grade
19407627,244390082,GA,-11.43,18.6,15.9,36.42,30.4,9.86,477,18.0,8.0,18th and 19th grade
24222783,244578411,FA,30.2,15.0,15.9,22.4,22.7,9.71,773,16.0,11.6,15th and 16th grade
334290,244596055,Start,21.74,16.2,17.1,21.35,22.0,10.52,169,14.0,11.6,21th and 22th grade
19681795,244743255,C,27.15,16.2,18.2,25.94,27.3,10.22,610,13.5,12.8,12th and 13th grade
10996600,244778571,C,38.31,11.9,13.0,26.97,23.2,9.51,244,6.0,8.4,11th and 12th grade
1438572,244878539,B,11.92,15.8,15.9,27.84,24.4,10.1,837,16.0,8.8,15th and 16th grade
4335043,244913456,FA,43.73,11.9,15.9,19.55,18.2,8.31,961,12.5,9.6,19th and 20th grade
737748,244913592,FA,20.38,14.6,14.6,35.03,29.9,9.75,1481,15.0,8.8,14th and 15th grade
5292174,244913843,FA,24.44,13.1,13.0,29.63,24.1,8.76,1706,11.0,7.2,12th and 13th grade
11353966,244914052,FA,42.72,12.3,14.6,19.96,19.2,8.9,525,18.5,10.0,19th and 20th grade
5443996,244961082,Stub,37.64,14.2,15.9,20.6,21.7,10.41,124,12.5,12.0,11th and 12th grade
46531,245050907,FA,41.7,12.7,14.6,21.06,20.6,8.82,2083,19.0,10.4,20th and 21th grade
4003111,245065097,GA,27.83,13.9,15.9,29.64,26.1,9.26,499,13.0,9.2,12th and 13th grade
7018160,245154701,C,41.36,10.7,13.0,25.4,20.6,9.14,343,29.0,7.2,10th and 11th grade
19773195,245205831,Stub,-70.65,26.8,17.1,46.91,38.8,12.62,24,11.0,8.0,12th and 13th grade
9263979,245224982,Start,20.38,14.6,17.1,24.53,21.5,11.92,91,7.5,8.8,24th and 25th grade
3530684,245226136,GA,46.78,10.7,14.6,19.25,16.9,9.12,1160,9.0,8.4,8th and 9th grade
19775066,245241126,Stub,14.63,18.9,20.3,37.95,38.8,12.32,43,24.5,14.4,24th and 25th grade
22472,245290852,B,32.22,14.2,17.1,26.86,25.3,10.28,416,21.0,10.8,10th and 11th grade
10468066,245304014,Stub,7.52,15.4,17.1,33.69,27.2,14.52,35,10.5,7.2,14th and 15th grade
18528637,245400701,Start,8.53,15.1,13.0,31.54,25.0,11.3,136,11.0,6.8,12th and 13th grade
2455406,245444019,B,41.7,12.7,14.6,17.75,18.0,9.17,1364,10.5,10.4,17th and 18th grade
14786510,245541805,C,30.2,15.0,15.9,20.66,21.5,9.71,184,9.0,11.6,11th and 12th grade
341723,245665769,FA,-8.04,19.3,15.9,38.34,34.0,10.31,849,20.0,10.0,19th and 20th grade
189945,245666195,FA,35.27,13.1,15.9,25.47,23.2,8.81,1340,11.0,9.6,15th and 16th grade
635553,245666302,FA,23.77,15.4,15.9,26.63,25.2,8.74,1199,31.0,10.8,15th and 16th grade
2976107,245681791,GA,22.75,15.8,15.9,26.92,25.9,9.54,957,16.0,11.2,15th and 16th grade
12866416,245795773,Start,-10.07,20.1,19.3,27.91,26.4,11.56,196,12.5,10.8,12th and 13th grade
19603857,245824965,Stub,68.1,8.7,13.0,15.61,15.5,9.89,82,6.5,10.0,15th and 16th grade
4886574,245830006,GA,42.72,12.3,14.6,24.25,22.4,8.83,274,9.0,10.0,8th and 9th grade
2399936,245837263,GA,58.62,10.3,13.0,16.07,16.6,8.15,1538,11.5,10.4,16th and 17th grade
19815633,245855686,Stub,4.48,22.8,22.1,36.68,42.6,14.13,112,53.5,18.4,22th and 23th grade
369436,245885483,C,40.69,13.1,15.9,22.8,22.3,9.61,233,7.5,10.8,22th and 23th grade
1370599,245912818,B,34.26,13.5,14.6,20.94,20.1,8.65,1353,15.5,10.0,20th and 21th grade
1890019,245971416,GA,29.86,13.1,14.6,29.81,25.4,9.18,398,13.0,8.4,12th and 13th grade
10617602,245977864,C,12.94,15.4,14.6,31.67,26.8,9.06,440,16.0,8.4,15th and 16th grade
19829087,246065750,Stub,-85.87,32.7,26.0,57.67,54.0,17.23,69,74.5,14.0,57th and 58th grade
19832218,246093983,Stub,-48.99,26.8,23.7,48.9,45.6,15.03,86,70.0,12.8,12th and 13th grade
19832483,246096427,Stub,-61.51,29.5,26.0,51.58,49.6,15.53,82,71.5,14.4,29th and 30th grade
19127371,246102817,Start,36.63,14.6,15.9,19.56,21.7,9.3,194,13.0,12.4,12th and 13th grade
17194176,246280786,B,47.12,12.7,14.6,22.46,23.1,9.64,274,27.5,11.6,27th and 28th grade
6182607,246281822,Start,62.68,8.7,11.2,18.38,16.7,9.17,169,51.5,8.8,8th and 9th grade
11634630,246299823,FA,27.83,13.9,15.9,25.12,22.5,8.78,1475,8.5,9.2,8th and 9th grade
13821,246303921,C,45.76,11.1,13.0,24.01,21.3,9.69,253,4.5,8.8,12th and 13th grade
13548538,246440403,Stub,25.12,17.0,17.1,24.2,26.4,10.23,143,14.0,13.6,13th and 14th grade
19857373,246462847,Stub,-85.87,32.7,27.4,56.51,53.0,17.23,69,73.0,14.0,56th and 57th grade
19855276,246469500,Stub,-79.44,32.3,27.4,53.03,51.3,16.94,72,71.5,14.8,16th and 17th grade
17923723,246477836,Start,-50.68,23.3,17.1,52.13,41.7,14.18,189,12.0,6.8,11th and 12th grade
3255137,246487187,Start,35.27,13.1,14.6,21.23,19.5,10.31,204,12.5,9.6,12th and 13th grade
4142398,246502917,C,15.31,16.6,18.2,27.39,25.7,11.14,262,21.0,10.8,10th and 11th grade
15923603,246528538,GA,38.31,11.9,13.0,23.95,20.5,8.53,2542,9.0,8.4,8th and 9th grade
19832335,246554364,Stub,-41.54,26.0,22.9,48.38,45.8,14.21,82,70.5,13.2,25th and 26th grade
6985197,246595754,B,50.16,11.5,14.6,16.13,16.7,8.79,389,8.0,10.4,16th and 17th grade
57799,246655135,FA,50.16,11.5,14.6,16.3,16.7,8.36,2539,9.0,10.4,16th and 17th grade
1300344,246656190,FA,42.72,12.3,14.6,21.06,19.8,8.91,1405,17.5,10.0,19th and 20th grade
11478930,246698398,C,27.83,13.9,14.6,25.12,22.3,9.93,266,7.5,9.2,9th and 10th grade
15040782,246737994,C,52.19,10.7,13.0,17.81,16.9,9.23,464,8.5,9.6,9th and 10th grade
1428956,246758676,GA,43.73,11.9,13.0,22.57,20.9,9.31,388,26.5,9.6,9th and 10th grade
3190497,246810782,Start,37.64,14.2,17.1,19.85,21.0,9.76,132,13.5,12.0,13th and 14th grade
17264310,246822647,Start,59.64,9.9,14.6,22.51,20.9,7.88,310,26.5,10.0,9th and 10th grade
19795225,246868903,GA,43.73,11.9,15.9,19.43,18.0,10.0,243,12.0,9.6,11th and 12th grade
3634911,247057254,GA,31.21,14.6,15.9,22.34,22.3,9.5,609,13.5,11.2,22th and 23th grade
6814294,247080273,GA,5.83,18.2,17.1,34.46,32.0,10.8,633,17.0,11.2,16th and 17th grade
19899190,247119161,Stub,-62.52,29.9,26.0,52.16,50.5,15.71,85,71.0,14.8,29th and 30th grade
19901735,247137740,Stub,-79.44,32.3,27.4,53.09,51.2,17.23,73,73.0,14.8,14th and 15th grade
19902142,247140744,Stub,-94.33,33.9,26.7,57.67,54.0,17.23,69,75.0,14.0,26th and 27th grade
19905979,247188237,Stub,25.8,14.6,17.1,28.19,25.8,11.68,46,9.0,10.0,25th and 26th grade
15421465,247212795,Start,34.6,15.4,18.2,19.03,21.9,9.92,201,12.5,13.2,12th and 13th grade
19895037,247262752,C,19.37,15.0,14.6,27.2,24.0,10.51,321,20.5,9.2,14th and 15th grade
66936,247291952,GA,7.86,17.4,17.1,34.28,31.1,10.06,911,19.0,10.4,18th and 19th grade
16110909,247302384,GA,17.34,15.8,17.1,34.05,30.4,9.86,297,12.5,10.0,9th and 10th grade
19916106,247335225,Stub,-94.33,33.9,26.7,56.91,53.3,16.88,67,75.5,14.0,26th and 27th grade
318498,247364395,C,29.86,13.1,14.6,26.79,22.9,10.2,242,7.5,8.4,7th and 8th grade
19918859,247375751,C,44.75,11.5,14.6,19.84,17.9,9.6,301,19.0,9.2,9th and 10th grade
5453993,247382488,C,62.68,8.7,13.0,17.92,16.1,9.19,506,9.0,8.8,8th and 9th grade
17423910,247445995,Stub,12.26,17.8,19.3,32.78,31.5,12.61,49,28.0,12.0,12th and 13th grade
19401225,247475423,Start,37.3,12.3,14.6,24.42,21.4,10.27,147,18.0,8.8,17th and 18th grade
4923958,247476859,Start,36.28,12.7,13.0,18.85,17.2,9.96,77,8.0,9.2,12th and 13th grade
780176,247508979,B,-9.4,17.8,14.6,36.53,29.7,11.1,168,11.0,7.2,10th and 11th grade
153661,247667950,FA,35.27,13.1,15.9,23.55,21.7,8.88,1136,13.5,9.6,13th and 14th grade
4535681,247668413,FA,12.94,15.4,14.6,31.32,26.4,9.87,662,10.5,8.4,14th and 15th grade
19938700,247687987,Stub,20.72,16.6,17.1,29.59,29.2,10.87,68,55.5,12.0,29th and 30th grade
1333414,247748966,GA,27.83,13.9,14.6,22.68,20.1,9.22,945,8.5,9.2,8th and 9th grade
16412034,247792588,Stub,-62.52,29.9,25.3,50.53,49.3,15.38,83,71.5,14.8,14th and 15th grade
125798,247885346,B,42.38,10.3,11.2,25.56,20.2,9.45,422,10.5,6.8,10th and 11th grade
2798954,247902103,Start,49.82,9.5,13.0,30.44,24.5,11.91,58,5.5,7.2,24th and 25th grade
19955642,247941844,Stub,-79.44,32.3,28.0,55.81,53.4,16.9,71,72.5,14.8,27th and 28th grade
19805179,247952550,Stub,-86.89,33.1,26.7,55.99,53.1,17.4,72,75.5,14.4,26th and 27th grade
19957548,247989837,C,14.97,14.7,15.9,30.21,25.0,10.17,213,12.5,7.6,12th and 13th grade
19962044,248038643,Stub,15.98,14.3,14.6,28.35,23.0,11.89,53,5.0,7.2,14th and 15th grade
2070674,248110509,GA,19.37,15.0,14.6,32.19,28.0,10.33,232,6.0,9.2,14th and 15th grade
19898428,248120880,B,44.75,11.5,13.0,17.87,16.5,8.95,498,7.0,9.2,8th and 9th grade
3242791,248121007,Start,38.31,11.9,14.6,22.27,19.1,9.9,262,11.0,8.4,11th and 12th grade
3498937,248124491,GA,43.73,11.9,14.6,24.77,22.7,8.58,669,19.0,9.6,24th and 25th grade
19971551,248180594,Stub,11.25,18.2,17.1,33.01,32.2,11.3,63,55.5,12.4,55th and 56th grade
19870639,248225887,B,45.76,11.1,14.6,19.66,17.7,9.26,665,11.0,8.8,10th and 11th grade
847293,248253806,Stub,8.88,17.0,17.1,29.53,26.7,12.49,131,27.0,10.0,26th and 27th grade
19695446,248259387,Stub,53.21,10.3,14.6,17.52,15.9,10.6,35,8.0,9.2,10th and 11th grade
19976717,248281111,Start,43.73,11.9,13.0,24.77,22.6,10.66,122,7.5,9.6,10th and 11th grade
18703984,248286634,FA,43.73,11.9,14.6,18.22,17.2,8.73,1382,12.0,9.6,11th and 12th grade
503201,248287241,FA,26.81,14.2,15.9,25.12,22.6,9.55,1669,7.5,9.6,9th and 10th grade
7712905,248287347,FA,16.32,16.2,15.9,26.8,24.9,9.82,802,13.5,10.4,15th and 16th grade
5058265,248287607,FA,52.19,10.7,13.0,21.64,19.8,7.83,681,25.5,9.6,9th and 10th grade
6249698,248312903,Start,45.09,13.4,15.9,21.3,22.8,10.05,162,18.5,12.4,22th and 23th grade
1574616,248397024,C,53.21,10.3,13.0,19.38,17.8,9.42,421,25.5,9.2,9th and 10th grade
11144536,248475345,GA,3.8,18.9,17.1,28.43,28.0,9.55,978,26.5,12.0,27th and 28th grade
18103,248699666,C,42.72,12.3,14.6,17.93,17.5,9.42,372,7.0,10.0,17th and 18th grade
6430178,248701994,GA,27.83,13.9,14.6,26.45,23.4,9.43,839,9.0,9.2,8th and 9th grade
15232488,248754751,Stub,53.21,10.3,14.6,16.88,15.6,9.19,75,6.5,9.2,9th and 10th grade
19724584,248770680,Start,50.16,11.5,13.0,16.3,16.7,9.34,219,17.5,10.4,16th and 17th grade
18440383,248851971,GA,-5.0,18.2,17.1,39.44,33.8,11.13,308,13.0,8.8,12th and 13th grade
562208,248878428,C,50.16,11.5,14.6,22.51,21.8,8.8,780,11.0,10.4,10th and 11th grade
252163,248889623,FA,38.66,13.8,15.9,20.48,21.3,8.27,2031,7.5,11.6,11th and 12th grade
1738794,248889748,FA,31.21,14.6,15.9,25.41,24.7,9.11,1242,8.0,11.2,24th and 25th grade
21395883,248889780,GA,2.44,17.4,15.9,29.11,25.5,9.92,1007,15.5,9.2,15th and 16th grade
1775425,248889828,FA,15.31,16.6,15.9,25.88,24.6,9.34,1083,15.5,10.8,15th and 16th grade
10942718,248924055,Start,33.24,13.8,14.6,22.51,21.7,9.24,596,20.0,10.4,22th and 23th grade
19829528,248972177,Stub,-39.51,25.2,22.1,49.31,45.8,14.35,80,69.5,12.4,45th and 46th grade
20002559,248984622,Start,28.84,13.5,14.6,23.78,20.8,10.96,71,26.5,8.8,26th and 27th grade
18129262,249123831,Stub,-36.81,22.1,20.3,50.17,41.3,15.84,45,17.5,8.0,15th and 16th grade
19060998,249125666,Stub,-24.29,19.4,15.9,39.48,31.3,13.18,61,17.0,6.4,16th and 17th grade
20031201,249232192,C,32.22,14.2,15.9,23.15,22.4,9.83,284,6.5,10.8,22th and 23th grade
20044517,249254941,B,50.16,11.5,13.0,14.45,15.2,8.18,385,17.0,10.4,16th and 17th grade
20046954,249291807,B,54.22,9.9,13.0,18.09,16.4,9.19,258,19.0,8.8,9th and 10th grade
6147649,249321524,Start,40.34,11.1,13.0,30.27,24.8,8.74,341,5.5,7.6,24th and 25th grade
18099922,249322339,Stub,-46.28,23.7,17.1,52.66,43.8,14.25,51,11.5,8.4,23th and 24th grade
577340,249355161,C,37.3,12.3,13.0,20.3,18.0,9.15,1104,20.0,8.8,19th and 20th grade
2724343,249358615,C,60.65,9.5,11.2,17.64,16.6,8.97,356,12.5,9.6,9th and 10th grade
5320128,249375145,Start,56.59,11.1,11.2,13.99,15.5,9.29,336,13.0,11.2,11th and 12th grade
8687434,249398345,C,17.34,15.8,17.1,23.15,21.5,10.92,385,14.0,10.0,21th and 22th grade
5529706,249416929,B,32.22,14.2,14.6,22.98,22.4,9.07,724,6.0,10.8,22th and 23th grade
124981,249421695,B,49.82,9.5,11.2,23.08,18.7,8.63,975,16.0,7.2,18th and 19th grade
125113,249423013,Start,43.39,9.9,11.2,26.25,20.5,9.77,246,17.5,6.4,9th and 10th grade
125164,249423483,B,41.36,10.7,13.0,26.15,21.0,9.06,456,7.0,7.2,10th and 11th grade
125553,249426234,B,34.93,11.1,13.0,27.01,21.3,9.94,289,17.5,6.4,17th and 18th grade
18978751,249477701,GA,15.31,16.6,17.1,28.84,27.3,9.75,439,13.0,10.8,16th and 17th grade
15162865,249479521,GA,29.86,13.1,13.0,28.65,24.4,9.21,145,10.5,8.4,12th and 13th grade
2560834,249504655,Start,55.24,9.5,11.2,21.75,18.9,9.0,88,7.5,8.4,9th and 10th grade
18613326,249523791,C,28.84,13.5,15.9,24.01,21.3,9.74,461,12.5,8.8,12th and 13th grade
4051025,249539780,Stub,40.34,11.1,14.6,18.9,15.9,9.8,36,5.5,7.6,18th and 19th grade
150940,249580503,Start,49.82,9.5,13.0,20.05,16.1,8.98,275,13.0,7.2,12th and 13th grade
20052358,249581654,C,24.78,15.0,17.1,22.16,21.2,9.6,224,12.0,10.4,9th and 10th grade
20067337,249622338,B,52.19,10.7,13.0,14.97,14.4,9.37,216,5.5,9.6,9th and 10th grade
15054082,249624952,Stub,-29.36,21.3,19.3,49.36,41.0,14.6,125,10.5,8.4,14th and 15th grade
19937035,249634076,B,50.16,11.5,15.9,23.55,22.6,8.54,297,8.0,10.4,23th and 24th grade
16834675,249641718,Stub,17.0,13.9,13.0,36.41,29.3,12.13,58,7.5,6.8,12th and 13th grade
19343272,249655039,Stub,-14.81,17.8,14.6,48.99,38.8,12.44,40,5.0,6.0,17th and 18th grade
10942685,249693984,FA,53.21,10.3,13.0,18.91,17.2,7.63,1594,17.5,9.2,17th and 18th grade
1530485,249694151,FA,18.35,15.4,14.6,29.7,26.7,9.94,611,6.5,9.6,9th and 10th grade
339153,249694362,FA,39.67,13.4,14.6,20.66,21.0,8.84,1439,13.0,11.2,20th and 21th grade
1881547,249696994,C,31.89,12.3,13.0,23.19,19.2,9.78,400,6.5,7.6,12th and 13th grade
6613448,249701229,Stub,29.86,13.1,14.6,30.51,25.6,11.61,80,8.0,8.4,7th and 8th grade
16620501,249716187,GA,37.3,12.3,13.0,28.01,24.5,9.57,155,13.0,8.8,12th and 13th grade
4276168,249742785,C,-0.6,18.6,18.2,31.32,28.9,10.65,887,12.0,10.4,18th and 19th grade
422079,249793445,C,31.21,14.6,17.1,23.96,23.6,9.67,829,13.5,11.2,23th and 24th grade
802368,249867887,C,49.82,9.5,11.2,18.61,15.1,9.54,212,6.0,7.2,9th and 10th grade
20090933,249977586,Stub,-107.19,34.7,26.7,58.24,52.8,16.62,97,83.0,12.4,26th and 27th grade
19985131,250119726,Start,20.38,14.6,15.9,27.43,24.1,10.66,126,13.0,8.8,12th and 13th grade
16670967,250188489,Start,47.79,10.3,13.0,22.15,18.7,9.79,193,10.5,8.0,10th and 11th grade
20107530,250204831,Start,12.6,19.7,20.3,26.7,30.7,11.61,149,28.0,15.2,19th and 20th grade
812027,250227881,C,49.15,11.9,14.6,23.21,22.4,10.25,164,12.5,10.8,10th and 11th grade
1872146,250245818,GA,22.75,15.8,17.1,24.37,24.0,9.88,776,13.5,11.2,23th and 24th grade
7672680,250292561,GA,27.83,13.9,14.6,27.78,24.5,9.17,388,13.0,9.2,12th and 13th grade
7812526,250316938,Start,33.92,17.7,18.2,18.81,26.0,9.91,167,12.0,16.8,18th and 19th grade
1445923,250371497,Start,27.83,13.9,15.9,27.55,24.4,10.85,68,8.5,9.2,8th and 9th grade
20121656,250422412,Stub,-86.89,33.1,26.7,54.83,52.3,17.27,72,75.0,14.4,26th and 27th grade
3545154,250423240,B,29.86,13.1,14.6,30.1,25.5,8.96,417,48.0,8.4,8th and 9th grade
5365861,250431140,C,71.14,7.6,11.2,13.11,12.0,8.69,616,13.5,8.8,8th and 9th grade
20053340,250431585,Start,38.66,13.8,15.9,22.92,23.0,10.59,123,12.5,11.6,22th and 23th grade
6139861,250449407,GA,26.81,14.2,15.9,24.65,22.4,10.15,1030,13.0,9.6,12th and 13th grade
32298,250518225,FA,33.24,13.8,15.9,22.33,21.5,8.4,3261,15.5,10.4,15th and 16th grade
5058323,250518825,FA,51.18,11.1,14.6,20.13,19.1,8.38,496,17.0,10.0,9th and 10th grade
20119358,250569121,B,46.78,10.7,14.6,17.69,15.7,9.16,550,7.0,8.4,10th and 11th grade
6268217,250618160,Start,6.84,17.8,17.1,37.07,33.7,10.17,427,58.0,10.8,17th and 18th grade
20134955,250633078,Stub,8.53,15.1,14.6,31.48,24.9,11.37,38,7.0,6.8,6th and 7th grade
5197083,250657889,Stub,29.86,13.1,11.2,27.08,23.0,12.33,49,8.0,8.4,12th and 13th grade
8556934,250669208,GA,46.78,10.7,13.0,24.71,21.0,9.04,209,4.5,8.4,10th and 11th grade
16611407,250683484,C,22.75,15.8,15.9,31.39,29.4,10.78,264,19.5,11.2,15th and 16th grade
17508246,250722193,B,32.22,14.2,17.1,20.89,20.5,9.8,460,6.5,10.8,20th and 21th grade
10493777,250740097,Stub,11.92,15.8,18.2,40.71,34.7,11.92,91,13.0,8.8,12th and 13th grade
20131622,250766008,B,40.69,13.1,15.9,19.14,19.3,8.95,790,14.5,10.8,10th and 11th grade
667786,250816995,C,50.16,11.5,13.0,17.81,17.9,9.22,224,6.0,10.4,17th and 18th grade
11773835,250877388,GA,43.73,11.9,14.6,18.1,17.0,7.87,1011,17.0,9.6,16th and 17th grade
5316050,250911336,Stub,42.38,10.3,11.2,30.26,24.2,10.15,33,6.5,6.8,10th and 11th grade
655628,250953708,C,39.67,13.4,14.6,18.92,19.3,9.53,510,23.5,11.2,18th and 19th grade
125466,250963979,B,42.38,10.3,13.0,28.58,22.6,9.32,474,7.5,6.8,28th and 29th grade
20158447,251011054,Stub,-1.62,19.0,15.9,38.23,34.7,11.61,58,17.0,10.8,18th and 19th grade
9670893,251069253,Start,-1.62,19.0,15.9,34.75,31.7,10.96,141,13.0,10.8,10th and 11th grade
20129660,251089426,C,35.27,13.1,15.9,21.06,19.7,9.95,224,7.0,9.6,9th and 10th grade
451697,251092704,B,10.91,16.2,15.9,31.61,27.4,9.75,641,9.0,9.2,15th and 16th grade
1348798,251099060,B,40.69,13.1,15.9,18.69,19.0,9.07,384,14.0,10.8,18th and 19th grade
12197096,251140086,Start,53.89,14.2,14.6,18.11,24.1,9.49,128,26.0,15.6,14th and 15th grade
889561,251191283,GA,28.84,13.5,14.6,27.78,24.0,9.29,402,11.5,8.8,8th and 9th grade
4644269,251208474,GA,7.86,17.4,15.9,31.9,29.2,8.92,1628,17.5,10.4,17th and 18th grade
4892390,251261027,Stub,42.72,12.3,15.9,22.04,20.9,11.25,70,10.5,10.0,10th and 11th grade
16730989,251269729,C,20.72,16.6,15.9,26.17,26.5,9.79,344,17.0,12.0,16th and 17th grade
16689545,251271655,GA,41.7,12.7,15.9,18.91,18.8,8.66,1129,14.0,10.4,18th and 19th grade
20177872,251291970,Start,20.72,16.6,17.1,30.4,29.8,9.48,148,17.5,12.0,29th and 30th grade
574781,251295358,C,53.21,10.3,14.6,23.49,21.2,9.07,306,8.5,9.2,9th and 10th grade
11191832,251300765,Stub,21.4,14.3,13.0,29.06,24.9,11.53,76,10.5,8.4,12th and 13th grade
584887,251308993,C,35.27,13.1,14.6,19.72,18.5,9.01,504,7.5,9.6,9th and 10th grade
2218461,251345476,Start,37.3,12.3,13.0,26.56,23.0,11.02,135,11.0,8.8,12th and 13th grade
19040103,251592096,B,6.84,17.8,19.3,34.4,31.7,11.83,143,7.0,10.8,17th and 18th grade
164100,251592353,C,45.76,11.1,13.0,19.66,17.7,9.12,928,29.5,8.8,8th and 9th grade
2129282,251596624,C,30.2,15.0,15.9,23.91,23.8,10.11,217,17.0,11.6,23th and 24th grade
15839,251599690,C,41.7,12.7,14.6,20.59,19.9,9.6,516,10.5,10.4,10th and 11th grade
3843724,251639000,GA,2.44,17.4,15.9,33.88,29.5,10.29,225,12.5,9.2,12th and 13th grade
2492171,251662046,Stub,28.84,13.5,14.6,29.29,25.2,10.28,126,19.0,8.8,18th and 19th grade
20116437,251852788,C,34.26,13.5,14.6,27.67,25.2,10.05,292,11.5,10.0,11th and 12th grade
20218261,251879680,C,57.27,8.8,11.2,22.55,18.4,9.63,461,12.0,7.6,11th and 12th grade
20198678,251889882,GA,-21.92,20.5,15.9,39.21,33.2,8.58,338,26.0,8.8,8th and 9th grade
2248004,251897795,Stub,34.26,13.5,14.6,19.61,18.7,9.81,80,7.5,10.0,9th and 10th grade
3309838,251924575,GA,50.16,11.5,13.0,19.03,18.6,8.54,435,18.0,10.4,18th and 19th grade
20157677,251941152,Stub,7.86,17.4,18.2,40.89,36.6,12.63,76,27.0,10.4,12th and 13th grade
11424652,251975188,GA,42.72,12.3,15.9,20.65,19.5,8.82,560,21.0,10.0,20th and 21th grade
1769148,252011223,FA,50.16,11.5,14.6,17.69,17.7,8.62,1035,9.0,10.4,17th and 18th grade
1903351,252011367,FA,17.34,15.8,15.9,27.96,25.7,9.45,1011,7.0,10.0,15th and 16th grade
10212125,252011579,FA,28.84,13.5,14.6,26.1,22.6,9.07,1846,13.5,8.8,13th and 14th grade
18722722,252011675,FA,26.81,14.2,14.6,26.97,24.4,7.97,665,11.0,9.6,14th and 15th grade
17233108,252037987,Start,19.03,13.1,13.0,34.02,26.7,13.07,77,5.5,6.0,12th and 13th grade
3406078,252048811,Start,41.7,12.7,13.0,21.58,20.8,9.51,157,11.5,10.4,12th and 13th grade
326282,252060881,Start,38.31,11.9,14.6,22.33,19.4,10.41,269,13.5,8.4,11th and 12th grade
18151239,252062706,Stub,7.52,15.4,15.9,31.25,25.4,11.92,74,6.5,7.2,15th and 16th grade
3640901,252070967,GA,36.63,14.6,17.1,19.96,21.9,9.74,512,17.0,12.4,16th and 17th grade
19826979,252080869,GA,31.21,14.6,17.1,21.82,21.6,8.96,544,8.0,11.2,21th and 22th grade
20229792,252083108,Start,14.29,17.0,17.1,30.11,28.5,10.47,151,11.5,11.2,16th and 17th grade
20203716,252131011,C,26.81,14.2,15.9,29.7,26.4,10.56,264,6.0,9.6,29th and 30th grade
20235507,252146441,C,45.76,11.1,13.0,22.85,20.3,10.15,193,12.5,8.8,12th and 13th grade
19989018,252152920,C,-2.63,19.3,18.2,35.39,33.0,11.01,442,29.0,11.2,28th and 29th grade
12967964,252165594,B,55.24,9.5,14.6,21.86,18.9,9.59,162,5.0,8.4,9th and 10th grade
53348,252336276,GA,24.44,13.1,14.6,34.33,27.9,10.25,264,7.0,7.2,6th and 7th grade
18114138,252410900,Stub,30.2,15.0,15.9,26.69,26.5,10.47,80,27.0,11.6,26th and 27th grade
19464507,252439366,FA,37.64,14.2,15.9,22.11,23.0,8.6,782,6.0,12.0,22th and 23th grade
13150402,252439510,FA,-13.46,19.4,17.1,38.45,32.9,9.74,679,16.0,8.8,15th and 16th grade
551976,252587296,C,60.65,9.5,13.0,15.66,14.9,8.3,1389,18.5,9.6,9th and 10th grade
4255990,252702078,C,36.28,12.7,14.6,23.49,20.9,9.8,434,13.0,9.2,12th and 13th grade
20270864,252703119,B,52.19,10.7,15.9,20.13,18.6,9.04,1136,8.0,9.6,9th and 10th grade
262893,252767771,C,44.75,11.5,14.6,18.74,17.1,9.66,266,6.5,9.2,9th and 10th grade
11930181,252842083,B,33.24,13.8,15.9,20.42,19.9,9.83,495,10.5,10.4,19th and 20th grade
20299082,252861142,Stub,45.76,11.1,13.0,21.57,19.3,9.85,85,57.5,8.8,57th and 58th grade
3256433,252880788,GA,-15.49,20.1,17.1,38.28,33.3,10.43,993,12.0,9.6,9th and 10th grade
20280507,252882986,B,33.24,13.8,14.6,23.03,22.1,9.24,306,14.0,10.4,13th and 14th grade
4436871,252916181,C,29.18,15.4,17.1,21.88,22.8,9.43,972,15.0,12.0,14th and 15th grade
